Infraccio_Codi Infraccio_Desc_Curta_CA Infraccio_Desc_Curta_ES Infraccio_Desc_Llarga_CA Infraccio_Desc_Llarga_ES Normativa Import_Nominal_€ Tipus_Infraccio Punts_A_Retirar 
1349 SOBRESORTIR_CARREGA_EN_VEHICLE_AMPLADA_INFERIOR_A_1_METRE SOBRESALIR_CARGA_EN_VEHICULO_ANCHURA_INFERIOR_A_1_METRO Circular_amb_un_vehicle_d'amplada_inferior_a_1_metre_la_carrega_del_qual_sobresurt_dels_limits_reglamentaris. - RGC 90 M 0 
1364 CIRC_VELOC_INFERIOR_A_MINIMA_ESTABLERTA CIRC_VELOC_INFERIOR_A_MINIMA_ESTABLECIDA Circular_a_velocitat_anormalment_reduida_sense_una_causa_justificada. - RGC 200 M 0 
1365 REDU_BRUSC_VELOC_NO_EXISTIN_PERILL_INMIN REDU_BRUSC_VELOC_NO_EXIST_PELIGRO_INMIN Reduccio_brusca_i_imprudent_de_la_velocitat_sense_que_hi_hagi_un_perill_imminent_amb_risc_de_col.lisio - RGC 200 M 0 
1366 FER_COMPETENCIA_VELOCITAT_ENTRE_VEHICLES_SENSE_PERMIS CELEBRAR_COMPETENCIA_VELOCIDAD_ENTRE_VEHICULOS_SIN_PERMISO Entaular_competencia_de_velocitat_entre_vehicles_a_la_via_publica_o_zona_d'us_public. - RGC 500 M 6 
1369 NO_PROTEGIR_CARREGA_QUE_SOBRESURT NO_PROTEGER_CARGA_QUE_SOBRESALE No_protegir_la_carrega_que_sobresurt_per_evitar_danys_o_perills_als_altres_usuaris. - LSV 200 M 0 
1370 NO_CEDIR_PAS_INTERSEC_DEGUDAM_SENYALITZ NO_CEDER_PASO_INTERSEC_DEBIDAM_SENALIZAD No_cedir_el_pas_en_una_interseccio_degudament_senyalitzada. - RGC 200 M 0 
1371 NO_CEDIR_PAS_ALS_QUE_S_APROXIM_PER_DRETA NO_CEDER_PASO_A_LOS_QUE_SE_APROX_DERECHA No_cedir_el_pas_als_vehicles_que_s'aproximen_per_la_dreta. - RGC 200 M 0 
1372 NO_CEDIR_PAS_ALS_QUE_CIRCUL_PER_GLORIETA NO_CEDER_PASO_A_LOS_QUE_CIRC_POR_GLORIET Accedir_a_una_glorieta_sense_cedir_el_pas_als_vehicles_que_hi_circulen. - RGC 200 M 0 
1373 ENTRAR_EN_INTERSEC_IMPEDINT_CIRC_TRANSV ENTRAR_EN_INTERSEC_IMPIDIEN_CIRC_TRANSV Entrar_en_una_interseccio_i_quedar-s'hi_aturat_de_manera_que_s'impedeixi_la_circulacion_transversal. - RGC 200 M 0 
1374 ENTRAR_PAS_VIANANT-CICLIST_OBSTRUIN ENTRAR_PASO_PEATON-CICLIST_OBSTRUYEN Entrar_amb_un_vehicle_en_un_pas_de_vianants_o_un_pas_de_ciclistes_i_quedar-s'hi_aturat_de_manera_que_se_n'obstrueixi_el_pas. - RGC 200 E 0 
1375 NO_CEDIR_PAS_VEHICLES_SERVEI_D_URGENCIA NO_CEDER_PASO_VEHICUL_SERVICIO_DE_URGENC No_cedir_el_pas_als_vehicles_d'urgencia_que_prestin_aquest_servei. - RGC 200 M 0 
1377 VEHI_PRIORITA_AMB_SENYAL_ACUSTIC_INNECES VEHI_PRIORITA_CON_SENAL_ACUSTICA_INNECES Conduir_un_vehicle_prioritari_fent_us_dels_senyals_acustics_especials_de_manera_innecesaria,_quan_nomes_faci_falta_el_senyal_lluminos. - RGC 200 M 0 
1378 CIRCULAR_VEHICLE_AMB_CARREGA_OCULTA_DISPOSITIUS_SENYALITZACI CIRCULAR_VEHICULO_CON_CARGA_OCULTA_DISPOSITIVOS_SENALITZACIO Circular_amb_el_vehicle_ressenyat,_amb_carrega_que_oculta_els_dispositius_de_senyalitzacio_obligatoris_(enllumenat,_distintius_...) Circular_con_el_vehiculo_resenado,_con_la_carga_que_oculta_los_dispositivos_de_senalizacion_obligatorois_(iluminacion,_distintivos_...) RGC 90 M 0 
1379 LLENCAR_SOBRE_VIA_OBJECTE_FACIN_PERILL_CIRCULACIO ARROJAR_SOBRE_VIA_OBJETOS_HACEN_PELIGRO_CIRCULCION Llencar_sobre_la_via_objectes_o_materies_que_facin_perillosa_la_lliure_circulacio,_parada_o_estacionament_o_deteriorar_aquella_o_les_seves_installacions Arrojar_sobre_la_via_objectos_o_materias_que_hagan_peligrosa_la_libre_circulacion,_parada_o_estacionamiento_o_deteriorar_aquella_o_sus_instalaciones LSV 200 M 0 
1380 INCORPORAR-SE_A_CIRCULACIO_AMB_PERILL INCORPORARSE_CIRCULACION_CON_PELIGRO Incorporar-se_a_la_circulacio_estant_aturat,_estacionat_o_sortint_d'un_immoble_sense_comprovar_previament_que_es_pot_fer_sense_perill. - RGC 200 M 0 
1381 NO_SENYALIT_AMB_SUFIC_ANTELACIO_MANIOBRA NO_SENALIZ_CON_SUFIC_ANTELACION_MANIOBRA No_senyalitzar_amb_prou_antelacio,_amb_llums_o_el_brac,_la_maniobra_que_es_preten_fer. - RGC 60 M 0 
1382 GIRAR_CREANT_PERILL_VEHIC_SENTIT_CONTRAR GIRAR_CREANDO_PELIG_VEHIC_SENTIDO_CONTRA Girar_creant_perill_per_als_que_s'acosten_en_sentit_contrari. - RGC 200 M 0 
1383 CANVI_IMPROCED_DE_CARRIL_NO_RESPEC_PRIOR CAMBIO_IMPROC_DE_CARRIL_NO_RESPET_PRIOR Canvi_improcedent_de_carril_sense_respectar_la_prioritat - RGC 200 M 0 
1384 EFECTUAR_CANVI_SENTIT_FORMA_ANTIRREGLAM EFECTUAR_CAMBIO_SENTIDO_ANTIRREGLAMENTAR Fer_un_canvi_de_sentit_de_la_marxa_obstaculitzant_el_pas_de_la_resta_de_vehicles_que_circulen_al_darrere - RGC 200 M 0 
1386 AVANCAR_EN_CORBA/RASANT/VISIBIL_REDUIDA ADELANTAR_EN_CURVA/RASANTE/VISIB_REDUCID Avancar_en_revolts,_canvis_de_rasant_i_en_llocs_de_visibilitat_reduida. - RGC 200 M 4 
1387 AVANCAR_EN_PAS_DE_VIANANTS ADELANTAR_EN_PASO_DE_PEATONES Avancar_en_passos_de_vianants. - RGC 200 M 0 
1388 CIRC_SENSE_PORTAR_ENCES_LLUM_POSICIO CIRC_SIN_LLEVAR_ENCENDIDA_LUZ_POSICION Circular_sense_portar_encesos_els_llums_de_posicio_o_galib. - RGC 200 M 0 
1389 AVANCAR_EN_INTERSECCIO ADELANTAR_EN_INTERSECCION Avancar_en_interseccions. - RGC 200 M 0 
1391 CIRC_SENSE_LLUM_CARRIL_SENTIT_NORMAL CIRC_SIN_LUZ_CARRIL_SENTIDO_NORMAL Circular_per_un_carril_destinat_al_sentit_normal_de_la_circulacio_contigu_a_un_carril_habilitat_per_a_la_circulacio_en_sentit_contrari_de_l'habitual_amb_els_llums_apagats. - RGC 200 M 0 
1394 NO_ADOPTAR_MESURES_VEHICLE_IMMOBILITZAT_TUNEL_O_PAS_INFERIOR NO_ADOPTAR_MEDIDAS_VEHICULO_INMOVILIZADO_TUNEL/PASO_INFERIOR No_adoptar_les_mesures_adients_el_conductor_d'un_vehicle_immobilitzat_dins_un_tunel_o_pas_inferior. - RGC 90 E 0 
1395 EXCEDIR_MES_5O_PER_CENT_EL_TEMPS_DE_CONDUCCIO_ESTABLERT EXCEDER_MAS_50_POR_CIENTO_TIEMPO_CONDUCCION_ESTABLECIDO Excedir_en_mes_d'un_50%_els_temps_de_conduccio_establerts_en_la_legislacio_sobre_transports_terrestres. - RGC 500 M 6 
1396 MINORAR_MES_50_PER_CENT_PERIODE_DESCANS_ESTABLERT MINORAR_MAS_50_POR_CIENTO_PERIODO_DESCANSO_ESTABLECIDO Minorar_en_mes_d'un_50%_els_periodes_de_descans_establerts_en_la_legislacio_sobre_transports_terrestres. - RGC 500 M 6 
1397 NO_ATURAR-SE_AMB_LLUM_GROGA_SEMAF_PODENT_FER-HO_SENS_PERILL NO_DETENERSE_CON_LUZ_AMBAR_SEMAFORO_PUD_HACERLO_SIN_PELIGRO No_detenir-se,_el_conductor_d'un_vehicle,_podent_fer-ho_sense_perill,_davant_el_llum_groc_no_intermitent_d'un_semafor. - RGC 90 M 0 
1398 AVANCAR_VEHICLE_PRECEDENT_QUE_HA_INDICAT_DESPLACAMENT ADELANTA_VEHICULO_PRECEDENTE_QUE_HA_INDICADO_DESPLAZAMIENTO Efectuar_un_avancament_quan_el_conductor_del_vehicle_que_el_precedeix_en_el_mateix_carril_ja_ha_indicat_el_seu_proposit_de_desplacar-se_cap_el_mateix_costat. - RGC 200 M 0 
1399 CIRCULAR_PER_CARRIL_BICI_AMB_VEHICLE_DE_4_RODES CIRCULAR_POR_CARRIL_BICI_CON_VEHICULO_DE_4_RUEDAS Circular_pel_carril_bici_amb_un_vehicle_de_4_rodes. - OCVV 100 M 0 
1400 NO_ATURAR_MOTOR_VEHICLE_EN_TUNEL NO_PARAR_MOTOR_VEHICULO_EN_TUNEL No_parar_el_motor_d'un_vehicle_en_un_tunel_sempre_que_s'hi_aturi_mes_de_dos_minuts. - RGC 200 M 0 
1401 NO_UTILITZAR_O_US_INADEQUAT_CINTURO_DE_SEGURETAT_CONDUCTOR NO_UTILIZAR_O_USO_INADECUADO_CINTURON_DE_SEGURIDAD_CONDUCTOR Circular_sense_utilitzar,_degudament_cordats,_el_conductor_el_cinturo_de_seguretat. - RGC 200 M 4 
1402 NO_UTILITZAR_CASC_CIRCULANT_EN_CICLOMOTOR_CONDUCTOR NO_UTILIZAR_CASCO_CIRCULANDO_EN_CICLOMOTOR_CONDUCTOR No_utilitzar_el_conductor_casc_de_proteccio_circulant_en_ciclomotor. - RGC 200 M 4 
1403 NO_UTILITZAR_CASC_EN_MOTOCICLETA_EL_CONDUCTOR NO_UTILIZAR_CASCO_EN_MOTOCICLETA_EL_CONDUCTOR No_utilitzar_el_conductor_casc_de_proteccio_circulant_en_motocicleta. - RGC 200 M 4 
1405 NO_RETIR_VEH_ACCID/CARREG_PODENT_FER-HO NO_RETIR_VEH_ACCID/CARGA_PUDIEND_HACERLO Vehicle_accidentat_o_carrega_que_obstaculitzi_i_que_no_es_retiri_podent-ho_fer. - RGC 200 E 0 
1406 NO_SENYAL_VEHIC_ACCID/CARREG_NO_RETIRABL NO_SENAL_VEHIC_ACCID/CARGA_NO_RETIRABLE Vehicle_o_carrega,_accidentat_a_avariat,_sense_senyalitzar. - RGC 200 E 0 
1408 NO_UTILITZAR_CASC_CONDUCTOR_O_PASSATGER_VEHICLE_3/4_RODES NO_UTILIZA_CASCO_CONDUCTOR_O_PASAJERO_VEHICULO_3/4_RUEDAS No_utilitzar_el_conductor_casc_de_proteccio_circulant_en_vehicles_de_tres_rodes_o_quadricicles,_o_vehicles_especials_tipus_quad. - RGC 200 M 4 
1409 NO_UTILITZA_CASC_EN_BICICLETA NO_USA_CASCO_EN_BICICLETA No_utilitzar_casc_de_proteccio_circulant_en_bicicleta - RGC 200 M 0 
1410 RETIRAR_O_DETERIORAR_LA_SENYALITZ_EN_VIA RETIRAR_O_DETERIORAR_LA_SENALIZAC_EN_VIA Retirar_o_deteriorar_la_senyalitzacio_d'una_via - RGC 200 E 0 
1411 NO_OBEIR_SENYAL/ORDRE_AGENT NO_OBECEDER_SENALES_DEL_AGENTE No_obeir_els_SENYALS_i/o_les_ORDRES_D'UN_AGENT_que_regula_la_circulacio - RGC 200 M 0 
1413 NO_OBEIR_SENYAL_D'OBLIGACIO_SENSE_PERILL NO_OBECEDER_SENAL_DE_OBLIGAC_SIN_PELIGRO No_obeir_un_senyal_d'OBLIGACIO - RGC 90 M 0 
1415 NO_OBEIR_SENYAL_PROHIBICIO_SENSE_PERILL NO_OBEDECER_SENAL_PROHIBICION_SIN_PELIGR No_obeir_un_senyal_de_PROHIBICIO - RGC 90 M 0 
1417 NO_OBEIR_SENYAL_DE_STOP_SENSE_PERILL NO_OBEDECER_SENAL_DE_STOP_SIN_PELIGRO No_obeir_un_senyal_d'ATURADA_OBLIGATORIA_(STOP)_sense_perill. - RGC 200 M 0 
1419 NO_OBEIR_SENYAL_CESSIO_PAS_SENSE_PERILL NO_OBEDECER_SENAL_CEDA_PASO_SIN_PELIGRO No_obeir_un_senyal_de_CEDIU_EL_PAS_sense_perill. - RGC 200 M 0 
1423 NO_OBEIR_SENYAL_ENTRADA_PROHIBIDA NO_OBECEDER_SENAL_ENTRADA_PROHIBIDA No_obeir_un_senyal_d'ENTRADA_PROHIBIDA. - RGC 90 M 0 
1425 NO_OBEIR_SENYAL_CIRCULACIO_PROHIBIDA NO_OBECEDER_SENAL_CIRCULACION_PROHIBIDA No_obeir_un_senyal_de_CIRCULACIO_PROHIBIDA - RGC 90 M 0 
1427 NO_OBEIR_MARQUES_BLANQUES_LONGITUDINALS NO_OBEDEC_MARCAS_BLANCAS_LONGITUDINALES No_obeir_MARQUES_BLANQUES_LONGITUDINALS. - RGC 90 M 0 
1429 NO_OBEIR_MARQUES_BLANQUES_TRANSVERS_S/P NO_OBEDEC_MARCAS_BLANCAS_TRANSVERSAL_S/P No_obeir_MARQUES_BLANQUES_TRANSVERSALS - RGC 90 M 0 
1437 NO_OBEIR_SEMAFOR_VERMELL_SENSE_PERILL NO_OBEDECE_SEMAFORO_ROJO_SIN_PELIGRO No_obeir_el_conductor_d'un_ciclomotor_o_motocicleta_el_LLUM_VERMELL_d'un_semafor_SENSE_PERILL - RGC 200 M 0 
1438 NO_OBEIR_SEMAFOR_VERMELL_SENSE_PERILL NO_OBEDECER_SEMAFORO_ROJO_SIN_PELIGRO No_obeir_el_conductor_d'un_vehicle_el_LLUM_VERMELL_d'un_semafor_SENSE_PERILL - RGC 200 M 0 
1441 NO_OBEIR_SEMAFOR_VERMELL_BICI/VMP/CICLE NO_OBEDECER_LUZ_ROJA_SEMAFORO_BICI/VMP/CICLO No_obeir_el_conductor_d'una_BICI/VMP/CICLE_el_LLUM_VERMELL_d'un_semafor - RGC 200 M 0 
1442 ARROSSEGA_REMOLC_SENS_ACOMPLIR_NORMA ARRASTRAS_REMOLQUE_SIN_CUMPLIR_NORMAT Arrossegar,_el_vehicle_ressenyat,_un_remolc_o_semiremolc_incomplint_les_condicions_establertes_reglamentariament - RGC 60 M 0 
1443 UTILITZA_PANTALLA_INCOMPATIBLE_ATENCIO UTILIZA_PANTALLA_INCOMPATIBLE_ATENCION Conduir_un_vehicle_utilitzant_pantalles_visuals_incompatibles_amb_l'atencio_permanent_en_la_conduccio - RGC 200 M 0 
1444 PORTAR_INSTAL.LAT__INHIBIDORS_RADAR,CINEMOMETRE_O_ALTRES LLEVAR_INSTALADO_INHIBIDORES_RADAR,CINEMOMETRO_U_OTRAS Conduir_vehicles__que_portin__instal.lats_inhibidors_de_radar_o_cinemometres__o_altres_mecanismes_per_interferir_en_correcte__funcionament_sistemes__vigilancia_de_transit - LSV 6000 M 6 
1445 NO_OBEIR_INDICACIO_PANELL_VARIABLE NO_OBEDECER_INDICACIO_PANEL_VARIA No_obeir_les_indicacions_d'un_panell_de_missatge_variable - RGC 90 M 0 
1446 NO_UTILITZA_ARMILLA_REFLECTANT NO_UTILIZA_CHALECO_REFLECTANTE No_utilitzar_el_conductor_del_vehicle_que_n'ha_sortit_i_ocupa_la_calcada_o_el_voral_de_la_via,_una_armilla_reflectora_de_visibilitat_alta - RGC 200 M 4 
1447 CIR_BICICLETA_SENSE_ROBA_REFLECTANT CIRC_BICICLETA_SIN_PRENDA_REFLECTAN Circular_el_conductor_d'una_bicicleta_per_una_via_interurbana,_entre_la_posta_i_la_sortida_del_sol,_sense_utilitzar_una_peca_de_roba_reflectora_que_permeti_que_la_resta_d'usuaris_el_distingeixin. - RGC 90 M 0 
1448 CIRCULAR_AMB_MENOR_12_ANYS_DE_PASSATGER_EN_MOTO/CICLOMOTOR CIRC_CON_MENOR_12_ANOS_DE_PASAJERO_EN_MOTO/CICLOMOTOR Circular_amb_un_menor_de_12_anys_com_a_passatger_de_ciclomotor_o_motocicleta. - LSV 200 M 0 
1449 TRANSP_NOMBRE_PERSONES_MES_50_PER_CENT_PLACES_AUTORITZADES TRANSP_NUMERO_PERSONAS_MAS_50_POR_CIENTO_PLAZAS_AUTORIZADAS Transportar_en_un_vehicle_un_nombre_de_persones_que_suposi_augmentar_en_un_50%_les_places_autoritzades,_exclos_el_conductor. - LSV 200 M 0 
1450 ZIGZAGUEJAR_ENTRE_ELS_DEMES_VEHICLES ZIGZAGUEAR_ENTRE_LOS_DEMAS_VEHICULOS Zigzaguejar_entre_la_resta_de_vehicles. - RGC 200 M 0 
1451 CREAR_OBST/PERILL_VIA_SENSE_RETIRAR-HO CREAR_OBST/PELIGRO_EN_VIA_SIN_RETIRARLO Obstaculitzar_o_crear_perill_a_la_via_sense_prendre_les_mesures_necessaries_per_fer-lo_desapareixer_com_mes_aviat_millor - RGC 60 M 0 
1452 CREAR_OBST/PERILL_VIA_SENSE_ADVERTIR-HO CREAR_OBST/PELIGRO_EN_VIA_SIN_ADVERTIRLO Obstaculitzar_o_crear_perill_a_la_via_sense_prendre_les_mesures_necessaries_perque_pugui_ser_advertit_per_la_resta_d'usuaris - RGC 60 M 0 
1453 CREAR_OBST/PERILL_VIA_DIFICULTANT_CIRCUL CREAR_OBST/PELIGRO_VIA_DIFICULTANDO_CIRC Obstaculitzar_o_crear_perill_a_la_via_sense_prendre_les_mesures_necessaries_perque_no_dificulti_la_circulacio - RGC 60 M 0 
1454 CIRC_CAMIO_AMB_TRAPA_CAIGUDA_DIFIC_VISIO CIRC_CAMION_TRAMPILLA_CAIDA_DIFIC_VISION Circular_un_camio_amb_la_trapa_caiguda_dificultant_la_visio_d'algun_element_del_vehicle - LSV 60 M 0 
1455 CIRC_VEH_TRANS_PERS_MES12_MT_NO_RESP_OBLIG_CIRC_CARRIL_DRET CIRC_VEH_TRANS_PERS_MES12_MT_NO_RESP_OBLIG_CIRC_CARRIL_DEREC Circular_vehicle_transport_viatgers_de_mes_de_12_mits_de_longitud_per_rondes_no_respectant_obligacio_de_circular_pel_carril_dret Circular_vehiculo_transporte_viajeros_de_mas_de_12_mits_de_longitut_por_Rondas_no_respetando_la_obligacion_de_circular_por_el_carril_derecho RGC 200 M 0 
1456 CIRC_VIATGER_MOTOCIC_FORMA_ANTIRREGLAMEN CIRC_VIAJERO_MOTOCIC_FORMA_ANTIRREGLAMEN Circular_el_viatger_d'una_motocicleta_sense_encamellar-se_ni_recolzar_els_peus_als_reposapeus. - RGC 90 M 0 
1457 CIRCUL_AMB_MES_UN_PASSATGER_EN_MOTOCICLE CIRCUL_CON_MAS_UN_PASAJERO_EN_MOTOCICLET Circular_amb_mes_d'un_passatger,_a_mes_del_conductor,_en_una_motocicleta - RGC 90 M 0 
1459 CIRCUL_VIATGER_MOTOC_SENSE_SOSTENIR_PEUS CIRCULAR_VIAJERO_MOTOCIC_SIN_APOYAR_PIES Circular_el_viatger_d'una_motocicleta_sense_els_peus_recolzats_als_reposapeus_laterals. - RGC 60 M 0 
1460 CIRC_VIATGER_MOTO_SENSE_ANAR_EIXANCARRAT CIRC_VIAJERO_MOTOCIC_SIN_IR_A_HORCAJADAS Circular_el_viatger_d'una_motocicleta_sense_encamellar-se. - RGC 30 M 0 
1461 CIRC_VIATGER_MOTOC_ENTRE_CONDUC/MANILLAR CIRC_VIAJERO_MOTOC_ENTRE_CONDUC/MANILLAR Circular_el_viatger_d'una_motocicleta_o_ciclomotor_situat_en_el_lloc_intermedi_entre_el_conductor_i_el_manillar - RGC 90 M 0 
1462 TRANSP_VEHICLE_NOMBRE_PERSONS_SUP_AUTORI TRANSP_VEHICULO_NUMERO_PERSON_SUP_AUTORI Transportar_en_un_vehicle_un_nombre_de_persones_superior_al_de_places_autoritzades - RGC 100 M 0 
1463 TRANS_PERSONE_VEHIC_LLOC_DIFERENT_ADIENT TRANS_PERSON_VEHIC_LUGAR_DIFEREN_ADECUAD Transportar_persones_en_un_vehicle_en_un_emplacament_diferent_a_aquell_que_tenen_destinat. - RGC 60 M 0 
1464 TRANS_PERSON_VEHIC_MERCADE_LLOC_CARREGA TRANS_PERSON_VEHIC_MERCANC_LUGAR_CARGA Transportar_persones_en_un_vehicle_destinat_al_transport_de_mercaderies_en_el_lloc_destinat_a_la_carrega. - RGC 60 M 0 
1466 CONDUIR_VEHICLE_SENSE_LLIBERTAT_MOVIMENT CONDUCIR_VEHICULO_SIN_LIBERTAD_MOVIMIENT Conduir_un_vehicle_sense_mantenir_la_propia_llibertat_de_moviments - RGC 200 M 0 
1467 CONDUIR_VEHICLE_SENSE_TENIR_CAMP_VISIO CONDUCIR_VEHICULO_SIN_TENER_CAMPO_VISION Conduir_un_vehicle_sense_mantenir_el_camp_de_visio - RGC 200 M 0 
1468 CONDUIR_VEHICLE_SENSE_MANTENIR_ATENCIO CONDUCIR_VEHICULO_SIN_MANTENER_ATENCION Conduir_un_vehicle_sense_mantenir_l'atencio_permanent_a_la_conduccio - RGC 200 M 0 
1469 CONDUIR_VEHIC_SENSE_MANTEN_POSICIO_ADIEN CONDUCIR_VEHIC_SIN_MANTENER_POSIC_ADECUA Conduir_un_vehicle_sense_mantenir_la_posicio_adequada. - RGC 200 M 0 
1471 CONDUIR_VEHIC_S/_TENIR_CURA_POSIC_PASSAT CONDUC_VEHIC_S/_TENER_CUID_POSIC_PASAJER Conduir_un_vehicle_sense_procurar_que_la_resta_de_passatgers_mantinguin_la_posicio_adequada, - RGC 200 M 0 
1472 OBRIR_PORTES_ABANS_ATURADA_DEL_VEHICLE ABRIR_PUERTAS_ANTES_PARADA_DEL_VEHICULO Portar_les_portes_d'un_vehicle_obertes,_o_obrir-les_abans_d'aturar-lo. - RGC 60 M 0 
1473 FER_US_SENYALS_ACUSTIQUES_SO_ESTRIDENT HACER_USO_SE/ALES_ACUSTICAS_SONIDO_ESTRI Fer_us_dels_senyals_acustics_de_so_estrident. - RGC 60 M 0 
1474 CIRCULA_SENTIT_CONTRARI_A_PLACA/GLORIETA/CONFLUENCIA_VIES CIRCULA_SENTIDO_CONTRARIO_EN_PLAZA/GLORIETA/CONFLUEN_VIAS Circular_per_una_placa_/_glorieta_/_trobada_de_vies,_en_sentit_contrari_de_l'estipulat. - RGC 500 M 6 
1475 CIRC_CARRIL_ADDIC_SENSE_LLUMS_POSSICIO CIRC_CARRIL_ADICIONAL_SIN_LUCES_DE_CRUCE Circular_per_un_carril_addicional_abalisat_sense_portar_encesos_els_llums_d'encreuament. - RGC 200 M 0 
1476 NO_DEIXAR_ESQUERRA_REFUGI/ILLETA/PLACA NO_DEJAR_IZQUIERDA_REFUGIO/ISLETA/PLAZA No_deixar_a_l'esquerra,_en_vies_de_doble_sentit_de_circulacio,_refugis,_illots,_places_o_dispositius_de_guia. - RGC 90 M 0 
1477 CIRCUL_S/APROPAR-SE_AL_COSTAT_DE_CALCADA CIRCUL_S/ACERCARSE_AL_BORDE_DE_CALZADA Circular_per_una_via_sense_acostar-se_tant_com_es_pugui_a_la_vora_dreta_de_la_calcada_tot_i_estar_obligat_a_fer-ho. - RGC 30 M 0 
1478 CANVI_INNECESARI_DE_CARRIL_FORMA_CONTIN CAMBIO_INNECESARIO_CARRIL_FORMA_CONTINUA Canviar_innecessariament_de_carril_de_forma_constant. - RGC 30 M 0 
1479 CIRC_INNECESARIA_LINEA_SEPARACIO_CARRILS CIRC_INNECESARIA_LINEA_SEPARACIO_CARRIL Circular_innecessariament_sobre_la_linia_de_separacio_de_carrils. - RGC 90 M 0 
1480 CIRC_CARRIL_ADDIC_ALTERANT_BALISSAMENT CIRC_CARRIL_ADIC_ALTERANDO_BALIZAMIENTO Circular_per_un_carril_addicional_de_circulacio_alterant_/_envaint_els_elements_d'abalisament. - RGC 200 M 0 
1481 CIRC_OCUPANT_CALCADA_MES_DEL_IMPRESCINDI CIRC_OCUPANDO_CALZADA_MAS_DE_LO_IMPRESCI Circular_ocupant_la_calcada_mes_del_que_sigui_imprescindible_estant_obligat_a_fer-ho_pel_voral. - RGC 30 M 0 
1482 CIRCUL_FORMA_PARAL.LELA_A_VEHICLES_PROHI CIRCUL_FORMA_PARALELA_A_VEHICULOS_PROHIB Circular_de_forma_paral.lela_a_vehicles_que_els_esta_prohibit. - RGC 200 M 0 
1483 CIRCULA_VEHICLE_PER_VIA_ON_TE_PROHIBIT_L'ACCES CIRCULA_VEHICULO_POR_VIA_DONDE_TIENE_PROHIBIDO_EL_ACCESO Circular_amb_un_velocipede,_ciclomotor_o_cotxe_de_mobilitat_reduida/diversitat_funcional_per_una_via_no_autoritzada. - RGC 200 M 0 
1484 VEHIC_SUP_3500_KG/7_MT_CARRIL_NO_CORRESP VEHIC_SUP_3500_KG/7_MT_CARRIL_NO_CORRESP Circular_un_vehicle_de_MMA_superior_a_3.500_kg_o_mes_de_7_m_de_longitud_per_un_carril_diferent_del_situat_mes_a_la_dreta_en_una_calcada_de_tres_carrils_o_mes. - RGC 90 M 0 
1485 CIRC_SENTIT_CONTRARI_VIA_DIVIDIDA_EN_MES_D'UNA_CALCADA CIRC_SENTIDO_CONTRARIO_VIA_DIVIDIDA_EN_MAS_DE_UNA_CALZADA Circular_en_sentit_contrari_de_l'estipulat_en_una_via_dividida_en_mes_d'una_calcada. - RGC 500 M 6 
1486 CIRC_SENSE_MANTENIR_DISTANCIA_ENTRE_VEHI CIRC_SIN_MANTENER_DISTANCIA_ENTRE_VEHICU Circular_darrere_d'un_altre_vehicle_sense_mantenir_la_distancia_que_li_permeti_aturar-se,_sense_col.lisionar,_en_cas_de_frenada_brusca_del_que_el_precedeix - RGC 200 M 4 
1498 NO_SENYALIT_AMB_ANTELACIO_PARADA/ESTACIO NO_SE/ALIZAR_CON_ANTELACION_PARADA/ESTAC No_senyalitzar_amb_antelacio_suficient_una_maniobra_de_parada_o_estacionament. - RGC 60 M 0 
1500 UTILITZAR_LLAMPADES_PER_CASOS_NO_REGLAME UTILIZAR_DESTELLOS_EN_CASOS_NO_REGLAMENT Utilitzar_els_llums_en_forma_de_rafegues_per_a_finalitats_diferents_de_les_previstes_reglamentariament. - RGC 90 M 0 
1501 NO_CEDIR_PAS_VEHIC_SORTINT_VIA_S/PAVIMEN NO_CEDER_PASO_VEHIC_SALIENDO_VIA_S/PAVIM No_cedir_el_pas_als_vehicles_que_circulen_per_una_via_pavimentada_quan_se_surt_d'una_sense_pavimentar. - RGC 200 M 0 
1502 NO_CEDIR_PAS_VEHICLES_CIRCULEN_PER_RAILS NO_CEDER_PASO_VEHICULOS_CIRCUL_POR_RAIL No_cedir_el_pas_a_vehicles_que_circulen_sobre_rails. - RGC 200 M 0 
1503 DESOBEIR_SENYAL/ORDRE_AGENT_AMB_PERILL DESOBEDECER_SENAL/ORDEN_AGENTE_C_PELIGRO Desobeir_els_SENYALS_i/o_les_ORDRES_D'UN_AGENT_que_regula_la_circulacio_AMB_PERILL. - LSV 200 M 4 
1504 NO_OBEIR_LLUM_VERMELL_SEMAFOR_AMB_PERILL NO_OBEDECE_LUZ_ROJA_SEMAFORO_CON_PELIGRO No_obeir_el_conductor_d'un_ciclomotor_o_motocicleta_el_LLUM_VERMELL_d'un_semafor_AMB_PERILL. - RGC 200 M 4 
1505 NO_OBEIR_LLUM_VERMELL_SEMAFOR_AMB_PERILL NO_OBEDECE_LUZ_ROJA_SEMAFORO_CON_PELIGRO No_obeir_el_conductor_d'un_vehicle_el_LLUM_VERMELL_d'un_semafor_AMB_PERILL. - RGC 200 M 4 
1506 NO_CEDIR_PAS_AMB_SENYAL_CEDIU_PAS/STOP NO_CEDER_PASO_CON_SENAL_CEDA_PASO/STOP No_cedir_el_pas_en_interseccio_regulada_amb_senyal_de_CEDIU_EL_PAS_O_STOP_obligant_a_la_resta_de_conductor_a_fer_maniobres_brusques_AMB_RISC_DE_COL.LISIO. - RGC 200 M 4 
