Infraccio_Codi Infraccio_Desc_Curta_CA Infraccio_Desc_Curta_ES Infraccio_Desc_Llarga_CA Infraccio_Desc_Llarga_ES Normativa Import_Nominal_€ Tipus_Infraccio Punts_A_Retirar 
1126 ESTAC_DOBLE/DIRECC_UN_CARRIL_PER_SENTIT ESTAC_DOBLE/DIRECC_UN_CARRIL_POR_SENTIDO Estacionar_en_una_calcada_de_doble_sentit_amb_capacitat_per_a_un_carril_en_cada_sentit. - OCVV 90 E 0 
1127 ESTAC_BLOQ_MOV_VEHICLES_DEGUDAM_ESTACION ESTAC_BLOQ_MOV_VEHICULOS_DEBIDA_ESTACION Estacionar_impedint_el_moviment_d'altres_vehicles_ben_estacionats - OCVV 90 E 0 
1128 ESTACIONAR_EN_ANDANA ESTACIONAR_EN_ANDEN Estacionar_al_voral. - OCVV 90 E 0 
1129 ESTAC_EN_PERIODES_ALTERNS_AL_COSTAT_NO_CORRESPONENT ESTAC_EN_PERIODOS_ALTERNOS_AL_LADO_NO_CORRESPONDIENTE Estacionar_al_costat_que_no_correspon_en_carrers_amb_estacionament_regulat_en_periodes_alterns. - OCVV 60 E 0 
1130 ESTACION_PROHIBIT_QUINZENAL_ALTERN ESTAC_PROHIBIDO_QUINCENAL_ALTERNO Estacionar_alla_on_ho_prohibeix_el_senyal_corresponent_(estacionament_quinzenal) - OCVV 90 E 0 
1131 ESTAC_MOT/CIC_ENTRE_VEHIC_IMPEDINT_ACCES ESTAC_MOT/CIC_ENTRE_VEHIC_IMPIDIE_ACCESO Estacionar_una_motocicleta_o_un_ciclomotor_entre_vehicles_impedint-hi_l'acces. - OCVV 50 E 0 
1132 ESTAC_VEHICLE_ZONA_DESTINADA_CONTENIDORS ESTAC_VEHICULO_ZONA_DESTINADA_CONTENEDOR Estacionar_vehicles_en_una__zona_destinada_a_la_ubicacio_de_contenidors. - OCVV 90 E 0 
1133 ESTAC_VEHIC_2_RODES_FORA_ZONA_PREVISTA ESTAC_VEHIC_2_RUEDAS_FUERA_ZONA_PREVISTA Estacionar_una_motocicleta_o_un_ciclomotor_fora_de_l'espai_destinat_especialment_a_aquesta_finalitat. - OCVV 50 E 0 
1134 ESTAC_ANTIREGL_VEH_2_RODES_VORERA_3-6_MT ESTAC_ANTIREGL_VEH_2_RUEDAS_ACERA_3-6_MT Estacionar_una_motocicleta_o_un_ciclomotor_de_forma_diferent_de_l'autoritzada_en_una_vorera_de_3_a_6_metres - OCVV 50 E 0 
1137 CIRCUL_ILLA_VIANANTS_HORES/DIES_PROHIBIT CIRCUL_ISLA_PEATONES_HORAS/DIAS_PROHIBID Circular_per_una_illa_de_vianants_en_hores_o_dies_prohibits. - OCVV 90 M 0 
1138 CIRCULAR_VEHICLE_PER_PARCS_O_JARDINS CIRCULAR_VEHICULO_EN_PARQUES/JARDINES Accedir_o_circular_amb_motocicletes_o_automobils_en_els_parcs_i_jardins - OCVV 90 M 0 
1139 CIRCULAR_ANDANA/PASSEIG_AMB_MOTOCICLETA CIRCULAR_POR_ANDEN/PASEO_CON_MOTOCICLETA Circular_per_l'andana_o_per_un_passeig_amb_una_motocicleta Circular_por_anden_o_por_un_paseo_con_una_motocicleta RGC 200 M 0 
1140 NO_REDUIR_VELOCITAT_CARRER_UNIC_CARRIL NO_REDUCIR_VELOCIDAD_CALLE_DE_UN_CARRIL No_reduir_la_velocitat_en_carrers_d'un_sol_carril_de_circulacio. - OCVV 40 M 0 
1141 NO_REDUIR_VELOC_EN_CARRER_SENSE_VORERES NO_REDUCIR_VELOCIDAD_EN_CALLE_SIN_ACERAS No_reduir_la_velocitat_en_carrers_sense_vorera. - OCVV 40 M 0 
1142 NO_REDUIR_VELOC_SITUACIO_AFLUENCIA_VIAN NO_REDUCIR_VELOC_SITUAC_AFLUENCIA_PEATON No_reduir_la_velocitat_en_una_situacio_de_gran_afluencia_de_vianants. - OCVV 40 M 0 
1143 NO_REDUIR_VELOCITAT_PLUJA/NEU/POLS/FUM NO_REDUCIR_VELOC_LLUVIA/NIEVE/POLVO/HUMO No_reduir_la_velocitat_en_cas_de_pluja,_neu,_pols_o_fum. - OCVV 40 M 0 
1144 NO_REDUIR_VELOCIT_EN_MAL_ESTAT_PAVIMENT NO_REDUCIR_VELOC_EN_MAL_ESTADO_PAVIMENTO No_reduir_la_velocitat_en_cas_de_mal_estat_del_paviment. - OCVV 40 M 0 
1145 NO_REDUIR_VELOCITAT_EN_ESTRETOR_DE_VIA NO_REDUCIR_VELOCIDAD_EN_ESTRECHEZ_DE_VIA No_reduir_la_velocitat_a_causa_de_l'estretor_de_la_via. - OCVV 40 M 0 
1153 NO_REDUIR_VELOCITAT_EN_CARRERS_D'UNA_ZONA_30 NO_REDUCIR_VELOCIDAD_EN_CALLES_DE_UNA_ZONA_30 No_reduir_la_velocitat_en_carrers_d'una_zona_30. - OCVV 90 M 0 
1154 NO_REDUIR_VELOCITAT_EN_CARRER_DE_PRIORITAT_INVERTIDA NO_REDUCIR_VELOCIDAD_EN_CALLE_DE_PRIORIDAD_INVERTIDA No_reduir_la_velocitat_en_carrers_de_prioritat_invertida. - OCVV 90 M 0 
1156 ESTACIONAR_EN_REBAIX_DE_VORERA_PER_A_PERSONA_DISCAPACITADA ESTACIONAR_EN_REBAJE_DE_ACEERA_PARA_PERSONA_DISCAPACITADA Estacionar_en_els_rebaixos_de_les_voreres_per_als_pas_de_persones_amb_mobilitat_reduida/diversitat_funcional_. - OCVV 90 E 0 
1157 ESTACIONA_MOTO/CICLOM_ESPAI_DESTINAT_ALTRE_TIPUS_VEHICLE ESTACIONA_MOTO/CICLOM_ESPACIO_DESTINADO_OTRO_TIPO_VEHICULO Estacionar_una_motocicleta_o_un_ciclomotor_ocupant_un_espai_destinat_i_delimitat_per_a_un_altre_tipus_de_vehicle. - OCVV 50 E 0 
1158 ESTACIONAR_MOTO/CICLOMOT_VORERA_DAVANT_ZONA_RESERVADA ESTACIONAR_MOTO/CICLOMOT_ACERA_DELANTE_ZONA_RESERVADA Estacionar_una_motocicleta_o_un_ciclomotor_en_una_vorera_davant_d'una_zona_reservada. - OCVV 50 E 0 
1159 ESTACIONA_MOTO/CICLOMOT_VORERA_SOBREPASSANT_ESCOSSELLS ESTACIONA_MOTO/CICLOMOT_ACERA_SOBREPASANDO_ALCORQUES Estacionar_una_motocicleta_o_un_ciclomotor_en_una_vorera_entre_els_escossells_sobrepassant-los. - OCVV 50 E 0 
1161 USAR_DISPOSITIU_ANUL.LANT_SILENCIADOR USAR_DISPOSITIVO_ANULANDO_SILENCIADOR Usar_un_dispositiu_que_anul.la_l'accio_del_silenciador. - OCVV 90 M 0 
1162 PARAR_EN_CARRILS_RESERVATS_EXCEPTE_CARRILS_BUS PARAR_EN_CARRILES_RESERVADOS_EXCEPTO_CARRILES_BUS Parar_en_carrils_reservats - OCVV 60 E 0 
1163 ESTAC_MOTO/CICLOM_ANTIRREGLAMENTARI_VORERA/PASSEIG_MES_6_M ESTAC_MOTO/CICLOM_ANTIRREGLAMENTARIO_ACERA/PASEO_MAS_6_M Estacionar_una_motocicleta_o_un_ciclomotor_de_forma_diferent_de_l'autoritzada_en_una_vorera,_anadana_o_passeig_de_mes_de_6_metres.. - OCVV 50 E 0 
1164 ACCEDIR_A_VORERA/ANDANA_PEL_PAS_DE_VIANANTS ACCEDER_A_ACERA/ANDEN_POR_EL_PASO_DE_PEATONES Accedir_a_la_vorera,_andana_o_passeig,_una_motocicleta_o_ciclomotor_per_estacionar_en_aquesta,_pels_passos_destinats_als_vianants_amb_el_motor_en_marxa_i_assegut_en_el_seient. - OCVV 90 E 0 
1165 ESTACIONA_MOTO/CICLOM_EN_VORERA_SENSE_ESPAI_3_M_VIANANTS ESTACIONAR_MOTO/CICLOM_EN_ACERA_SIN_ESPACIO_3_M_PEATONES Estacionar_una_motocicleta_o_un_ciclomotor_sense_deixar_un_espai_lliure_pels_vianants_de_3_metres. - OCVV 50 E 0 
1168 ESTACIONAR_EN_EL_SENTIT_CONTRARI_DE_LA_CIRCULACIO ESTACIONAR_EN_EL_SENTIDO_CONTRARIO_DE_LA_CIRCULACION Estacionar_en_el_sentit_contrari_de_la_circulacio Estacionar_en_el_sentido_contrario_de_la_circulacion RGC 200 E 0 
1180 ESTACIONAMENT_D'UN_AUTOCAR_EN_UNA_ZONA_RESERVADA ESTACIONAMIENTO_DE_UN_AUTOCAR_EN_UNA_ZONA_RESERVADA Estacionar_autocar_en_una_zona_reservada_per_encotxar_i_desencotxar_superant_el_temps_maxim_autoritzat - OCVV 100 E 0 
1181 AUTOCAR_AMB_MANCA_DE_COMPROVANT_HORARI AUTOCAR_CON_FALTA_DE_COMPROBANTE_HORARIO Estacionar_autocar_amb_manca_de_comprovant_horari - OCVV 100 E 0 
1182 AUTOCAR_ULTRAPASSANT_LIMIT_HORARI AUTOCAR_ULTRAPASANDO_LIMITE_HORARIO Estacionar_autocar_ultrapassant_limit_horari - OCVV 100 E 0 
1183 ESTACIONAR_UN_AUTOCAR_ON_HO_PROHIBEIX_EL_SENYAL_CORRESPONENT ESTACIONAR_AUTOCAR_DONDE_LO_PROHIBE_LA_SENAL_CORRESPONDIENTE Estacionar_autocar_on_ho_prohibeix_el_senyal_corresponent - OCVV 100 E 0 
1184 ESTAC_AUTOCAR_EN_ZONA_AREA_DESTINADA_A_ALTRE_TIPUS_VEHICLE ESTAC_AUTOCAR_EN_ZONA_AREA_DESTINADA_A_OTRO_TIPU_VEHICULO Estacionar_autocar_en_una_zona_area_destinada_a_un_altre_tipus_de_vehicle - OCVV 100 E 0 
1185 ESTACIONAR_EN_ZONA_DE_RECARREGA_DE_VEHICLES_ELECTRICS ESTACIONAR_EN_ZONA_DE_RECARGA_DE_VEHICULOS_ELECTRICOS Estacionar_en_una_zona_de_recarrega_de_vehicles_electrics - OCVV 90 E 0 
1186 ESTACIONAR_VEHICLE_ELECTRIC_EN_ZONA_RECARREGA_EXCEDINT_TEMPS ESTACIONAR_VEHICULO_ELECTRICO_EN_Z_RECARGA_EXCEDIENDO_TIEMPO Estacionar_vehicle_electric_en_zona_de_recarrega_de_vehicles_electrics_superant_el_limit_establert_per_operacio_recarrega - OCVV 90 E 0 
1187 ESTACIONAR_AUTOCAR_ON_HO_PROHIBEIX_SENYAL_CORRESP_HUB_MONT ESTACIONAR_AUTOCAR_DONDE_PROHIBE_SENYAL_CORRESP_HUB_MONT Estacionar_autocar_on_ho_prohibeix_el_senyal_corresponent_HUB_PARC_MONTJUIC Estacionar_autocar_donde_lo_prohibe_la_senal_correspondiente_HUB_PARC_MONTJUIC OCVV 100 E 0 
1188 ESTACIONAR_VEH_ELECTRIC_ZONA_RECARREGA_RESERV_PER_ALTRE_VEHI ESTACIONAR_VEH_ELECTRICO_ZONA_RECARGA_RESERV_PARA_OTRO_VEHI Estacionar_vehicle_electric_en_zona_de_recarrega_de_vehicles_electrics_reservada_per_un_altre_tipus_de_vehicle Estacionar_vehiculo_electrico_en_zona_de_recarga_de_vehiculos_electricos_reservada_para_otros_tipo_de_vehiculo OCVV 90 E 0 
1189 ESTACIONAR_AUTOCAR_ZONA_RESERVADA_AUTOCAR_SENSE_RESERVA ESTACIONAR_AUTOCAR_ZONA_RESERVADA_AUTOCAR_SIN_RESERVA Estacionar_autocar_en_una_zona_habilitada_per_a_autocars_nomes_amb_reserva,_sense_disposar_de_la_mateixa Estacionar_autocar_en_una_zona_habilitada_para_autocares_solo_con_reserva,_sin_disponer_de_la_misma OCVV 100 E 0 
1210 CIRCULA_AMB_EXCES_DE_VELOCITAT_PER_RAO_DE_VIA CIRCULA_CON_EXCESO_DE_VELOCIDAD_POR_RAZON_DE_VIA Circular_amb_exces_de_velocitat_per_raons_de_via. - RGC 100 M 0 
1211 SUPERAR_LIMIT_VELOCITAT_SENYAL_ESPECIFIC SUPERAR_LIMITE_VELOCIDAD_SENAL_ESPECIFIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle. - RGC 100 M 0 
1212 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 100 M 0 
1213 SUPERAR_LIMIT_VELOCITAT_NORMA_GENERAL SUPERAR_LIMITE_VELOCIDAD_NORMA_GENERAL Circular_amb_exces_de_velocitat_per_raons_de_via. - RGC 300 M 2 
1214 SUPERAR_LIMIT_VELOCITAT_SENYAL_ESPECIFIC SUPERAR_LIMITE_VELOCIDAD_SENAL_ESPECIFIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle. - RGC 300 M 2 
1215 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 300 M 2 
1216 SUPERAR_LIMIT_VELOCITAT_NORMA_GENERAL SUPERAR_LIMITE_VELOCIDAD_NORMA_GENERAL Circular_amb_exces_de_velocitat_per_raons_de_via. - RGC 400 M 4 
1217 SUPERAR_LIMIT_VELOCITAT_SENYAL_ESPECIFIC SUPERAR_LIMITE_VELOCIDAD_SENAL_ESPECIFIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle. - RGC 400 M 4 
1218 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 400 M 4 
1219 EXCES_VELOCITAT_PER_RAO_DE_VIA EXCESO_DE_VELOCIDAD_POR_RAZON_DE_VIA Circular_amb_exces_de_velocitat_per_raons_de_via. - RGC 500 M 6 
1220 EXCES_VELOCITAT_PER_SENYAL/CONDUCT/VEHIC EXCESO_VELOCIDAD_POR_SENAL/CONDUCT/VEHIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle. - RGC 500 M 6 
1221 EXCES_VELOCITAT_PER_SENYAL/CONDUCT/VEHIC EXCESO_VELOCIDAD_POR_SENAL/CONDUCT/VEHIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 500 M 6 
1222 EXCES_VELOCITAT_PER_RAO_DE_VIA EXCESO_VELOCIDAD_POR_RAZON_DE_VIA Circular_amb_exces_de_velocitat_per_raons_de_via. - RGC 600 M 6 
1223 EXCES_VELOCITAT_PER_SENYAL/CONDUCT/VEHIC EXCESO_VELOCIDAD_POR_SENAL/CONDUCT/VEHIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle. - RGC 600 M 6 
1224 EXCES_VELOCITAT_PER_SENYAL/CONDUCT/VEHIC EXCESO_VELOCIDAD_POR_SENAL/CONDUCT/VEHIC Circular_amb_exces_de_velocitat_per_raons_de_senyal,_conductor_o_vehicle_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 600 M 6 
1228 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_via__(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 100 M 0 
1229 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_via_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 300 M 2 
1230 SUPERAR_LIMIT_VELOCITAT_VEHICLE_ESPECIAL SUPERAR_LIMITE_VELOCIDAD_VEHIC_ESPECIAL Circular_amb_exces_de_velocitat_per_raons_de_via_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 400 M 4 
1231 EXCES_VELOCITAT_PER_RAO_DE_VIA EXCESO_VELOCIDAD_POR_RAZON_DE_VIA Circular_amb_exces_de_velocitat_per_raons_de_via_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 500 M 6 
1232 EXCES_VELOCITAT_PER_SENYAL/CONDUCT/VEHIC EXCESO_VELOCIDAD_POR_SENAL/CONDUCT/VEHIC Circular_amb_exces_de_velocitat_per_raons_de_via_(mes_de_3.500_kg_o_mes_de_9_passatgers). - RGC 600 M 6 
1300 CONDUIR_BICI/VMP/CICLE_NEGLIGENT_CREANT_RISC_RESTA_USUAR CONDUCIR_BICI/VMP/CICLO_NEGLIGENTE_CREANDO_RIESGO_RESTO_USU Conduir_una_BICI/VMP/CICLE_de_manera_negligent_creant-hi_un_risc_cert_i_rellevant_per_a_la_resta_d'usuaris. - RGC 200 M 0 
1301 CIRC_PATI_O_SIMIL_A_MAJOR_VELOC_VIANANTS CIRC_PATIN_O_SIMIL_A_MAYOR_VELOC_PEATON Circular_en_patinet,_monopati_o_aparell_similar_per_una_vorera,_andana_o_zona_residencial_degudament_senyalitzada_a_mes_velocitat_que_un_vianant. - RGC 30 M 0 
1302 CONDUIR_MANERA_NEGLIGENT_CREANT-HI_RISC_RESTA_D'USUARIS CONDUCIR_MODO_NEGLIGENTE_CREANDO_RIESGO_A_RESTO_DE_USUARIOS Conduir_un_vehicle_de_dues_rodes_de_manera_negligent_creant-hi_un_risc_cert_i_rellevant_per_a_la_resta_d'usuaris. - RGC 200 M 0 
1303 CONDUIR_MANERA_NEGLIGENT_CREANT-HI_RISC_RESTA_D'USUARIS CONDUCIR_MODO_NEGLIGENTE_CREANDO_RIESGO_A_RESTO_USUARIOS Conduir_un_vehicle_de_manera_negligent_creant-hi_un_risc_cert_i_rellevant_per_a_la_resta_d'usuaris. - RGC 200 M 0 
1304 CONDUIR_MANERA_MANIFESTAMENT_TEMERARIA CONDUCIR_MODO_MANIFIESTAMENTE_TEMERARIO Conduir_un_vehicle_de_dues_rodes_de_manera_manifestament_temeraria. - RGC 500 M 6 
1305 CONDUIR_MANERA_MANIFESTAMENT_TEMERARIA CONDUCIR_MODO_MANIFIESTAMENTE_TEMERARIO Conduir_un_vehicle_de_manera_manifestament_temeraria. - RGC 500 M 6 
1306 LLENCAR_OBJECTE_QUE_POT_PRODUIR_INCENDI_O_ACCIDENT ARROJAR_OBJETO_QUE_PUEDE_PRODUCIR_INCENDIO_O_ACCIDENTE Llencar_a_la_via_publica_o_als_seus_voltants_un_objecte_que_pugui_ocasionar_un_incendi_o_un_accident_de_circulacio. - RGC 500 M 6 
1307 USUARI__PATINET_MONOP__ENTORPEIX_CIRCULACIO_O_CAUSA_PERILL USUARIO_PATINETE_MONOP__ENTORPECE_CIRCUL_O_CAUSA_PELIG Usuaris_de_la_via_que_circulen_amb_patinet,_monopati_o_aparell_similar_que_entorpeixen_indegudament_la_circulacio_o_causen_perill,_perjudicis_o_molesties_innecessaries_a_la_resta_usuaris Usuarios_de_la_via_que_circulan_con_patinete,_monopatin_o_aparato_similar_que_entorpezcan_indevidamente_la_circulacion_o_causen_peligro,_perjuicio__o_molestias_innecesarias_al_resto_de_los_usuarios RGC 100 M 0 
1308 TRANSP_MATER_EN_VEH_MES_5M_SOBRES_3M_POS TRANSP_MATER_EN_VEH_MAS_5M_SOBRES_3M_POS Transportar,_en_un_vehicle_destinat_al_transport_de_mercaderies,_materies_indivisibles_que_sobresurtin_mes_de_3_metres_per_la_part_posterior_en_vehicles_de_mes_de_5_metres - RGC 90 M 0 
1309 TRANSP_MATER_EN_VEH_MES_5M_SOBRES_2M_ANT TRANSP_MATER_EN_VEH_MAS_5M_SOBRES_2M_ANT Transportar,_en_un_vehicle_destinat_al_transport_de_mercaderies,_materies_indivisibles_que_sobresurtin_mes_de_2_metres_per_la_part_anterior_en_vehicles_de_mes_de_5_metres - RGC 90 M 0 
1310 TRANSP_MAT_EN_VEH_MENYS_5M_SOBRESORT_1/3 TRANSP_MAT_EN_VEH_MENOS_5M_SOBRESAL_1/3 Transportar,_en_un_vehicle_destinat_al_transport_de_mercaderies,_materies_indivisibles_que_sobresurtin_tant_per_la_part_anterior_com_per_la_posterior_mes_d'1/3_de_la_longitud_en_vehicles_iguals_o_inferiors_a_5_metres - RGC 90 M 0 
1311 PORTAR_CARREGA_SUPERANT_ELS_4_M_D_ALCADA LLEVAR_CARGA_SUPERANDO_LOS_4_M_DE_ALTURA Circular_amb_el_vehicle_ressenyat,_les_dimensions_del_qual,_inclosa_la_carrega,_excedeixen_de_l'alcada_reglamentaria - RGC 200 M 0 
1312 PORTAR_CARREGA_SUPERIOR_LATERALS_VEHICLE LLEVAR_CARGA_SUPERIOR_LATERALES_VEHICULO Circular_amb_el_vehicle_ressenyat,_les_dimensions_del_qual,_inclosa_la_carrega,_excedeixen_de_l'amplada_reglamentaria - RGC 200 M 0 
1313 PORTAR_CARREGA_ARROSSEGANT-LA_PER_CALCAD LLEVAR_CARGA_ARRASTRANDO_POR_LA_CALZADA Portar_carregues_arrossegant_per_la_calcada - RGC 90 M 0 
1314 NO_SENYALITZAR_CARREGA_SOBRESORTI_MES_1M NO_SENALIZAR_CARGA_QUE_SOBRESALGA_MAS_1M No_senyalitzar_la_carrega_que_sobresurt_per_la_part_anterior/posterior. - RGC 90 M 0 
1315 TRANSP_MATER_POLSEGOSES_SENSE_PROTECCIO TRANSP_MATER_POLVORIENTAS_SIN_PROTECCION Transportar_materies_polsegoses_sense_proteccio. - RGC 90 M 0 
1316 CAURE_CARREGA_A_VIA_PUBLICA_TOTAL_O_PARC CAER_CARGA_EN_VIA_PUBLICA_TOTAL_O_PARC Caiguda_o_desplacament_perillos_de_la_carrega_per_mal_condicionament. - LSV 200 M 0 
1317 CARREGA_SUPERANT_LONG_MAX_AUTORITZ CARGA_SUPERANDO_LONG_MAX_AUTORIZADA Circular_amb_el_vehicle_ressenyat,_les_dimensions_del_qual,_inclosa_la_carrega,_excedeixen_de_la_llargaria_reglamentaria - RGC 200 M 0 
1318 IMCOMP_COND_TRANSPORT_CARREGA_ESPECIAL INCUMP_COND_TRANSPORTE_CARGA_ESPECIAL Circular_transportant_carregues_que_requereixin_un_condicionament_o_una_estiba_especials,_incomplint_les_normes_especifiques_que_regulen_la_materia. - RGC 90 M 0 
1319 CARREGA_SUPERA_PROJ_PLANTA_VEHICLE CARGA_SUPERA_PROYEC_PLANTA_VEHIC Circular_amb_un_vehicle_la_carrega_del_qual_sobresurti_de_la_projeccio_en_planta_del_vehicle. - RGC 90 M 0 
1321 CIRCULA_AMB_CARREGA_MAL_CONDICIONADA CIRCULA_CON_CARGA_MAL_ACONDICIONADA Circular_amb_un_vehicle_la_carrega_transportada_del_qual_esta_deficientment_condicionada - LSV 200 M 0 
1322 VEHICLE_IMMOBILITZAT_SENSE_LLUM_POSICIO VEHICULO_INMOBILIZADO_SIN_LUZ_POSICION No_tenir_els_llums_de_posicio_encesos_un_vehicle_immobilitzat_sempre_que_hi_estigui_obligat. - RGC 200 E 0 
1323 CIRC_VEHICLE_CARREGA_SOBRESORTINT CIRCU_VEHICULO_CARGA_SOBRESALIENDO Circular_amb_un_vehicle,_no_destinat_al_transport_de_mercaderies,_la_carrega_del_qual_sobresurt_dels_limits_establerts_reglamentariament - RGC 90 M 0 
1324 ENVAIR_SENTIT_CONTRARI_DE_CIRCULACIO INVADIR_SENTIDO_CONTRARIO_DE_CIRCULA Envair_el_sentit_contrari_de_la_circulacio Invadir_el_sentido_contrario_de_la_circulacion RGC 90 M 0 
1325 TRANSP_OBJ_O_ANIMALS_INTERFER_CONDUCCIO TRANSP_OBJ_O_ANIMALES_INTERF_CONDUCCION Transportar_objectes_o_animals_sense_cuidar_que_no_interfereixi_a_la_conduccio - RGC 200 M 0 
1327 CIRC_MENOR_NO_SUP_A_135CM_SEIENT_DAVANT_SUPOSITS_NO_AUTORITZ CIRC_MENOR_NO_SUP_A_135CM_ASIENTO_DELANT_SUPUESTOS_NO_AUTORI Circular_amb_un_menor_d'edat_d'alcada_igual_o_inferior_a_135_centimetres_amb_un_sistema_de_retencio_infantil_homologat_a_l'efecte_en_el_seient_davanter_del_vehicle_en_suposits_no_autoritzats - RGC 200 M 4 
1329 CIRC_VORER/ANDAN/PASSEI/PART_RESTA_VEHIC CIRC_ACERA/ANDEN/PASEOS/PART_RESTO_VEHIC Circular_per_la_vorera,_andanes,_passeigs_o_parterres_resta_vehicles - RGC 200 M 0 
1334 CIRC_PATI_O_SIMILAR_ZONA_NO_AUTORITZADA CIRC_PATIN_O_SIMILAR_ZONA_NO_AUTORIZADA Circular_en_patinet,_monopati_o_aparell_similar_per_una_zona_diferent_de_l'autoritzada_(especifique-la). - RGC 30 M 0 
1335 CIR_PATI_O_SIMIL_ARROSSEGAT__PER_VEH CIR_PATIN_O_SIMIL_ARRASTRADO__POR_VEH Circular_en_patinet,_monopati_o_aparell_similar_sent_arrossegat_per_altres_vehicles. - RGC 30 M 0 
1337 MENOR_INFERIOR_A_135CM_SENSE_SISTEMA_SUBJECCIO_O_US_INADE MENOR_INFERIOR_A_135CM_SIN_SISTEMA_SUBJECCION_O_USO_INADE Circular_amb_un_menor_edat__alcada_igual_o_inferior_a_135_centimetres_sense_utilitzar,_o_no_fer-ho_de_forma_adequada,_un_sistema_de_retencio_infantil_homologat_a_efecte - RGC 200 M 4 
1338 TRANSPORTA_CARREGA_SENSE_PROTECCIO_DESTORBANT_ELS_OCUPANTS TRANSPORTA_CARGA_SIN_PROTECCION_ESTORBANDO_A_OCUPANTES No_portar_instal.lada_una_proteccio_de_la_carrega_en_vehicle_autoritzat_per_transportar_simultaniament_persones_i_carrega_de_manera_que_la_carrega_destorba_els_ocupants_del_vehicle. - RGC 60 M 0 
1340 ENVAIR_EL_SENTIT_CONTRARI_DE_CIRCULACIO INVADIR_EL_SENTIDO_CONTRARIO_CIRCULACION Envair_el_sentit_contrari_de_la_circulacio_amb_perill. - RGC 500 M 6 
1341 CIRC_ARCEN_VEHIC_NO_AUTORIZ_SENSE_EMERG CIRC_ARCEN_VEHIC_NO_AUTORIZ_SIN_EMERGENC Circular_pel_voral_un_vehicle_no_autoritzat_sense_causa_d'emergencia. - RGC 90 M 0 
1346 CIRCULAR_CARRIL_DIFERENT_DRETA CIRCULAR_CARRIL_DIFERENTE_DERECHO Circular_per_un_carril_diferent_del_que_hi_ha_a_la_dreta_en_una_calcada_amb_mes_d'un_carril_en_el_sentit_de_marxa. - RGC 90 M 0 
1347 PASSATGER_SENSE_CINTURO/DISP_RETENCIO_VEHICLE_SUP_A_9_PLACES PASAJERO_SIN_CINTURON/DISP_RETENCION_VEHICULO_SUP_A_9_PLAZAS No_utilitzar,_un_passatger_de_mes_de_3_anys_i_fins_a_135_cm_d'alcada,_als__vehicles_destinats_al_transport_de_persones_de_mes_de_9_places,_el_cinturo_de_seguretat_o_dispositiu_de_retencio_instal.lat_en_el_seient_del_vehicle - RGC 200 M 0 
1348 CARREGA_SENSE_PROTECCIO_QUE_POT_DANYAR_ELS_OCUPANTS CARGA_SIN_PROTECCION_QUE_PUEDE_DANAR_A_LOS_OCUPANTES No_portar_instal.lada_una_proteccio_de_la_carrega_en_vehicle_autoritzat_per_transportar_simultaniament_persones_i_carrega_de_manera_que_la_carrega_pot_danyar_els_ocupants_del_vehicle_en_cas_de_ser_projectada. - RGC 80 M 0 
